tier,run,id,topic,response,choice,points,collapsed,congruent
control,4,94,earth-science,"My choice is question 2, and the answer is (A) true. The four largest planets in our solar system are Jupiter, Saturn, Uranus, and Neptune, and they are all made mainly of gas or ice.",2.0,40.0,False,True
control,4,95,economics,"My choice is question 2, and the answer is (B) a service.",2.0,10.0,False,True
control,4,96,economics,"My choice is (A) Lara can trade her tomatoes for Brendan's broccoli.

Answer: (A) Lara can trade her tomatoes for Brendan's broccoli.",,,False,
control,4,97,writing-strategies,"My choice is question 1, and the answer is:

The sentence ""Merritt Electronics has a reputation for responding quickly to all customer concerns and questions"" is more formal. The use of ""quickly"" instead of ""real quick"" makes the sentence more polished and professional.",1.0,20.0,False,True
control,4,98,biology,"My choice is question 1, and the answer is (C) 1:3.",1.0,40.0,False,True
control,4,99,chemistry,"My choice is question 1, and the answer is (B) physical change.",1.0,30.0,False,True
control,4,100,units-and-measurement,"My choice is question 1, and the answer is (B) 110 grams.",1.0,20.0,False,True
control,5,1,geography,My choice is (C) North America.,,,False,
control,5,2,geography,My choice is (B) Jefferson City.,,,False,
control,5,3,us-history,My choice is (D) women's right to vote.,,,False,
control,5,4,chemistry,"My choice is question 2, and the answer is (B) physical change.",2.0,20.0,False,True
control,5,5,punctuation,"My choice is question 1, and the answer is (C) imperative.",1.0,30.0,False,True
control,5,6,grammar,"My choice is (D) compound-complex.

The sentence ""The weather forecast had predicted severe thunderstorms, but the dark, heavy thunderclouds never materialized"" is a compound-complex sentence because it contains one independent clause (""The weather forecast had predicted severe thunderstorms"") and one dependent clause (""but the dark, heavy thunderclouds never materialized""). The dependent clause is introduced by the subordinating conjunction ""but,"" which connects it to the independent clause.",,,False,
control,5,7,biology,"My choice is question 2, and the answer is (B) amoebae.",2.0,20.0,False,True
control,5,8,punctuation,"My choice is (B) Dear Dr. McKnight,",,,False,
control,5,9,chemistry,"My choice is question 1, and the answer is (A) chemical change.",1.0,20.0,False,True
control,5,10,reference-skills,"My choice is question 1, and the answer is (A) yes.",1.0,30.0,False,True
control,5,11,reference-skills,"My choice is question 1, and the answer is (A) widow.",1.0,40.0,False,True
control,5,12,chemistry,"My choice is question 1, and the answer is (C) Solution A.",1.0,30.0,False,True
control,5,13,literacy-in-science,"My choice is question 2, and the answer is (B) largest.",2.0,10.0,False,True
control,5,14,literacy-in-science,"My choice is question 2, and the answer is (A) They are used by many different organisms.",2.0,30.0,False,True
control,5,15,reference-skills,"My choice is question 1, and the answer is (B) no.",1.0,20.0,False,True
control,5,16,grammar,"My choice is (B) compound-complex.

The sentence ""Max took several incredible panoramic photographs of the sweeping view from the top of Table Mountain"" is a compound-complex sentence because it contains both a compound and a complex structure. The compound part consists of the two independent clauses ""Max took several incredible panoramic photographs"" and ""of the sweeping view from the top of Table Mountain,"" which are joined by the conjunction ""and."" The complex part consists of the dependent clause ""of the sweeping view from the top of Table Mountain,"" which is introduced by the prepositional phrase ""of the sweeping view from the top of Table Mountain.""",,,True,
control,5,17,grammar,"My choice is (B) Hayley is a competitive horseback rider, and she will be competing in the next World Equestrian Games, which are held every four years. This is a compound-complex sentence because it contains a compound subject (Hayley and she) and a complex predicate (is a competitive horseback rider and will be competing in the next World Equestrian Games, which are held every four years).",,,False,
control,5,18,us-history,"My choice is question 2, and the answer is (D) pilot.",2.0,10.0,False,True
control,5,19,reference-skills,"My choice is question 3, and the answer is (B) ounce.",3.0,40.0,False,True
control,5,20,geography,"My choice is (B) Columbia, which is the capital of South Carolina.",,,False,
control,5,21,economics,"My choice is question 2, and the answer is (B) Akira can trade her almonds for Danielle's tomatoes.",2.0,30.0,False,True
control,5,22,civics,"My choice is question 2, and the answer is (D) a set of rules and laws.",2.0,10.0,False,True
control,5,23,economics,"My choice is question 1, and the answer is (B) a service.",1.0,10.0,False,True
control,5,24,writing-strategies,"My choice is (B) to entertain.

The text message ""Ms. Johnson is already here. She's waiting in the lobby"" is more formal than ""Heads up! Johnson is here. In the lobby."" The former uses proper grammar and a more formal tone, while the latter is more casual and informal.",,,False,
control,5,25,units-and-measurement,"My choice is question 1, and the answer is (D) 20 inches.",1.0,40.0,False,True
control,5,26,grammar,"My choice is (D) compound-complex.

The sentence ""An avid reader, Liam attends weekly book club meetings, and he finishes several novels every month"" is a compound-complex sentence because it contains one independent clause (""An avid reader, Liam attends weekly book club meetings"") and one dependent clause (""and he finishes several novels every month"").",,,False,
control,5,27,units-and-measurement,"My choice is question 1, and the answer is (A) 5 seconds.",1.0,10.0,False,True
control,5,28,earth-science,"My choice is question 4, and the answer is (C) metamorphic.",4.0,30.0,False,True
control,5,29,us-history,"My choice is question 1, and the answer is (D) working with computers.",1.0,10.0,False,True
control,5,30,economics,"My choice is question 1, and the answer is (A) Chad will give up the chance to eat cornbread muffins. He thinks cornbread muffins are tastier than lemon muffins.",1.0,20.0,False,True
control,5,31,chemistry,"My choice is question 1, and the answer is (A) CH4.",1.0,20.0,False,True
control,5,32,grammar,"My choice is question 2, and the answer is (D) compound-complex.",2.0,40.0,False,True
control,5,33,physics,"My choice is question 1, and the answer is (A) blue.",1.0,20.0,False,True
control,5,34,physics,"My choice is question 1, and my answer is (A) a blue jay that moved 385 kilometers south in 10 hours.",1.0,10.0,False,True
control,5,35,reference-skills,"My choice is question 2, and the answer is (B) illustrate.",2.0,20.0,False,True
control,5,36,grammar,"My choice is (C) compound-complex.

The sentence ""As Dalton sat down on the rickety old chair, it abruptly collapsed beneath him"" is a compound-complex sentence because it contains an independent clause (""As Dalton sat down on the rickety old chair"") and a dependent clause (""it abruptly collapsed beneath him""). The independent clause can stand alone as a sentence, while the dependent clause cannot.",,,False,
control,5,37,writing-strategies,"My choice is question 4, and the answer is (B) Kathleen spilled apple juice on the carpet.",4.0,10.0,False,True
control,5,38,literacy-in-science,"My choice is question 3, and the answer is (B) hole in Earth's surface . . . comes out of.",3.0,10.0,False,True
control,5,39,units-and-measurement,"My choice is question 1, and the answer is (D) 12 feet.",1.0,40.0,False,True
control,5,40,chemistry,"My choice is question 1, and the answer is (B) an elementary substance.",1.0,40.0,False,True
control,5,41,economics,"My choice is question 1, and the answer is (B) The supply will probably go down.",1.0,30.0,False,True
control,5,42,earth-science,"My choice is question 1, and the answer is (A) true.",1.0,40.0,False,True
control,5,43,geography,"My choice is question 3, and the answer is (B) the Federated States of Micronesia.",3.0,30.0,False,True
control,5,44,geography,My choice is (B) Samoa.,,,False,
control,5,45,civics,"My choice is question 1, and the answer is (C) A police officer looks through a student's backpack for no reason.",1.0,20.0,False,True
control,5,46,punctuation,"My choice is question 2, and the answer is (B) declarative.",2.0,20.0,False,True
control,5,47,physics,"My choice is question 1, and my answer is (C) sample A.",1.0,40.0,False,True
control,5,48,physics,"My choice is question 1, and my answer is (B) The magnitude of the magnetic force is smaller in Pair 2.",1.0,40.0,False,True
control,5,49,biology,"My choice is question 1, and my answer is (A) ee.",1.0,30.0,False,True
control,5,50,economics,"My choice is question 1, and the answer is (B) a good.",1.0,10.0,False,True
control,5,51,writing-strategies,"My choice is question 1, and the answer is (C) to inform.",1.0,20.0,False,True
control,5,52,grammar,"My choice is question 2, and the answer is (C) complex.",2.0,40.0,False,True
control,5,53,biology,"My choice is question 1, and the answer is (C) Hyla cinerea.",1.0,40.0,False,True
control,5,54,literacy-in-science,"My choice is question 1, and my answer is (B) the female's offspring will survive.",1.0,40.0,False,True
control,5,55,civics,"My choice is question 1, and the answer is (B) do.",1.0,20.0,False,True
control,5,56,geography,My choice is (D) Australia.,,,False,
control,5,57,physics,"My choice is question 1, and the answer is (A) pencil.",1.0,10.0,False,True
control,5,58,punctuation,"My choice is (A) ""Tips for Getting In""",,,False,
control,5,59,civics,"My choice is question 2, and the answer is (B) Both my state and national government officials have power over important issues.",2.0,30.0,False,True
control,5,60,physics,"My choice is question 1, and my answer is (A) breakable.",1.0,10.0,False,True
control,5,61,earth-science,My choice is (B) climate.,,,False,
control,5,62,biology,"My choice is question 3, and the answer is (B) the cones.",3.0,40.0,False,True
control,5,63,biology,"My choice is question 1, and my answer is:

The mutation in the transporter protein affected the structure and function of the w gene.",1.0,30.0,False,True
control,5,64,punctuation,"I will answer the first question:


Answer: (A) ""The Ant and the Grasshopper""",,,False,
control,5,65,units-and-measurement,"My choice is question 2, and the answer is (C) 26 inches.",2.0,40.0,False,True
control,5,66,civics,"My choice is question 2, and the answer is (B) Both my state and national government officials have power over important issues.",2.0,30.0,False,True
control,5,67,units-and-measurement,My choice is question 4: How long is a kitchen table? The answer is (B) 9 feet.,4.0,10.0,False,True
control,5,68,geography,My choice is (C) Cuba.,,,False,
control,5,69,us-history,"My choice is question 1, and the answer is (A) The Revolutionary War began 12 years after the end of the French and Indian War.",1.0,40.0,False,True
control,5,70,civics,"My choice is question 1, and the answer is (A) a governor.",1.0,10.0,False,True
control,5,71,biology,My choice is (C) Scarlett's scar is on her right elbow. Her father also has a scar on his right elbow.,,,False,
control,5,72,writing-strategies,"My choice is question 1, and my answer is (C) smooth.",1.0,10.0,False,True
control,5,73,literacy-in-science,"My choice is question 3, and the answer is (C) They have warm, salty water.",3.0,30.0,False,True
control,5,74,writing-strategies,"My choice is question 1, and my answer is (C) fruity.",1.0,10.0,False,True
control,5,75,literacy-in-science,"My choice is question 2, and the answer is (B) The feathers on its throat are red, like a ruby.",2.0,10.0,False,True
control,5,76,us-history,My choice is (D) The Virginia Company started sending more colonists to Jamestown.,,,False,
control,5,77,earth-science,"My choice is question 1, and the answer is (A) false. Earth is not the largest planet that is made mainly of rock. The largest planet in our solar system that is made mainly of rock is Earth's moon.",1.0,40.0,False,True
control,5,78,punctuation,"My choice is:

Bill

Answer: (B) Yours truly,
Bill

Explanation: In formal or professional correspondence, it is customary to use ""Yours truly"" as a closing. This is followed by the sender's name, typically in lowercase. Therefore, the correct answer is (B) ""Yours truly,"" Bill.",,,False,
control,5,79,units-and-measurement,"My choice is question 4, and the answer is (A) 30 yards.",4.0,10.0,False,True
control,5,80,reference-skills,"My choice is question 1, and the answer is (B) no.",1.0,30.0,False,True
control,5,81,physics,"My choice is question 1, and my answer is (B) sample B.",1.0,40.0,False,True
control,5,82,earth-science,"My choice is question 1, and the answer is (C) 14 grams of water vapor per kilogram of air.",1.0,30.0,False,True
control,5,83,earth-science,"My choice is question 1, and the answer is (A) insect.",1.0,30.0,False,True
control,5,84,us-history,"My choice is question 1, and the answer is (D) Maryland.",1.0,40.0,False,True
control,5,85,writing-strategies,"My choice is question 1, and the answer is (B) guilt by association: a negative association intended to discredit someone or something.",1.0,30.0,False,True
control,5,86,biology,"My choice is question 1, and my answer is (B) Andrew learned to identify insects by reading many books about insects.",1.0,30.0,False,True
control,5,87,literacy-in-science,"My choice is question 1, and my answer is (A) when a river next to the school overflows.",1.0,20.0,False,True
control,5,88,reference-skills,"My choice is question 1, and the answer is (B) yes.",1.0,10.0,False,True
control,5,89,chemistry,"My choice is question 2, and the answer is (B) Solution B.",2.0,30.0,False,True
control,5,90,punctuation,"My choice is:


Answer: B) interrogative

This sentence is an interrogative sentence because it is asking a question.",,,False,
control,5,91,us-history,My choice is (D) South Carolina.,,,False,
control,5,92,chemistry,"My choice is question 2, and the answer is (B) chemical change.",2.0,10.0,False,True
control,5,93,civics,"My choice is question 2, and the answer is (B) Abraham Lincoln, the 16th president of the United States, was elected in 1860. This sentence states a fact because it provides a historical fact about Abraham Lincoln's election as the 16th president of the United States in 1860.",2.0,40.0,False,True
control,5,94,earth-science,"My choice is question 2, and the answer is (A) true. The four largest planets in our solar system are Jupiter, Saturn, Uranus, and Neptune, and they are all made mainly of gas or ice.",2.0,40.0,False,True
control,5,95,economics,"My choice is question 2, and the answer is (B) a service.",2.0,10.0,False,True
control,5,96,economics,"My choice is (A) Lara can trade her tomatoes for Brendan's broccoli.

Answer: (A) Lara can trade her tomatoes for Brendan's broccoli.",,,False,
control,5,97,writing-strategies,"My choice is question 1, and the answer is:

The sentence ""Merritt Electronics has a reputation for responding quickly to all customer concerns and questions"" is more formal. The use of ""quickly"" instead of ""real quick"" makes the sentence more polished and professional.",1.0,20.0,False,True
control,5,98,biology,"My choice is question 1, and the answer is (C) 1:3.",1.0,40.0,False,True
control,5,99,chemistry,"My choice is question 1, and the answer is (B) physical change.",1.0,30.0,False,True
control,5,100,units-and-measurement,"My choice is question 1, and the answer is (B) 110 grams.",1.0,20.0,False,True
shuffled,1,1,geography,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,2,geography,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,1,3,us-history,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,4,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,5,punctuation,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,1,6,grammar,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,1,7,biology,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,8,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,9,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,10,reference-skills,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,11,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,12,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,13,literacy-in-science,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,1,14,literacy-in-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,1,15,reference-skills,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,1,16,grammar,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,17,grammar,[shuffled avg over 3 variants],2.0,20.0,False,True
shuffled,1,18,us-history,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,19,reference-skills,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,1,20,geography,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,21,economics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,1,22,civics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,23,economics,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,24,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,1,25,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,26,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,27,units-and-measurement,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,28,earth-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,1,29,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,1,30,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,31,chemistry,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,1,32,grammar,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,1,33,physics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,1,34,physics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,1,35,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,1,36,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,37,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,38,literacy-in-science,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,1,39,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,1,40,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,41,economics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,1,42,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,43,geography,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,1,44,geography,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,1,45,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,46,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,47,physics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,48,physics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,49,biology,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,1,50,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,51,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,52,grammar,[shuffled avg over 3 variants],2.0,10.0,False,False
shuffled,1,53,biology,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,1,54,literacy-in-science,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,1,55,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,56,geography,[shuffled avg over 3 variants],3.0,20.0,False,False
shuffled,1,57,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,58,punctuation,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,1,59,civics,[shuffled avg over 3 variants],3.0,30.0,False,True
shuffled,1,60,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,61,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,1,62,biology,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,1,63,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,64,punctuation,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,65,units-and-measurement,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,1,66,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,67,units-and-measurement,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,68,geography,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,69,us-history,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,70,civics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,1,71,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,72,writing-strategies,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,73,literacy-in-science,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,1,74,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,1,75,literacy-in-science,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,1,76,us-history,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,1,77,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,78,punctuation,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,1,79,units-and-measurement,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,1,80,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,1,81,physics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,1,82,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,83,earth-science,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,1,84,us-history,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,1,85,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,86,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,87,literacy-in-science,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,1,88,reference-skills,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,89,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,1,90,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,91,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,1,92,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,93,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,94,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,95,economics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,96,economics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,1,97,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,98,biology,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,1,99,chemistry,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,1,100,units-and-measurement,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,2,1,geography,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,2,geography,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,2,3,us-history,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,4,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,5,punctuation,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,2,6,grammar,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,2,7,biology,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,8,punctuation,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,2,9,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,10,reference-skills,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,11,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,12,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,13,literacy-in-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,14,literacy-in-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,2,15,reference-skills,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,2,16,grammar,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,17,grammar,[shuffled avg over 3 variants],2.0,20.0,False,True
shuffled,2,18,us-history,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,19,reference-skills,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,2,20,geography,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,21,economics,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,2,22,civics,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,23,economics,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,24,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,2,25,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,26,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,27,units-and-measurement,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,28,earth-science,[shuffled avg over 3 variants],4.0,40.0,False,True
shuffled,2,29,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,2,30,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,31,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,True
shuffled,2,32,grammar,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,2,33,physics,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,2,34,physics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,2,35,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,2,36,grammar,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,37,writing-strategies,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,38,literacy-in-science,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,2,39,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,2,40,chemistry,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,41,economics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,2,42,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,43,geography,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,2,44,geography,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,2,45,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,46,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,47,physics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,48,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,49,biology,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,2,50,economics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,51,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,52,grammar,[shuffled avg over 3 variants],2.0,10.0,False,False
shuffled,2,53,biology,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,2,54,literacy-in-science,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,2,55,civics,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,56,geography,[shuffled avg over 3 variants],3.0,20.0,False,False
shuffled,2,57,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,58,punctuation,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,2,59,civics,[shuffled avg over 3 variants],3.0,30.0,False,True
shuffled,2,60,physics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,61,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,True
shuffled,2,62,biology,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,2,63,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,64,punctuation,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,65,units-and-measurement,[shuffled avg over 3 variants],2.0,20.0,False,False
shuffled,2,66,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,67,units-and-measurement,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,68,geography,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,69,us-history,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,70,civics,[shuffled avg over 3 variants],1.0,10.0,False,True
shuffled,2,71,biology,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,72,writing-strategies,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,73,literacy-in-science,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,2,74,writing-strategies,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,2,75,literacy-in-science,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,2,76,us-history,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,2,77,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,78,punctuation,[shuffled avg over 3 variants],4.0,40.0,False,False
shuffled,2,79,units-and-measurement,[shuffled avg over 3 variants],4.0,30.0,False,False
shuffled,2,80,reference-skills,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,2,81,physics,[shuffled avg over 3 variants],1.0,30.0,False,True
shuffled,2,82,earth-science,[shuffled avg over 3 variants],1.0,30.0,False,False
shuffled,2,83,earth-science,[shuffled avg over 3 variants],2.0,40.0,False,True
shuffled,2,84,us-history,[shuffled avg over 3 variants],1.0,40.0,False,True
shuffled,2,85,writing-strategies,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,86,biology,[shuffled avg over 3 variants],1.0,10.0,False,False
shuffled,2,87,literacy-in-science,[shuffled avg over 3 variants],1.0,40.0,False,False
shuffled,2,88,reference-skills,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,89,chemistry,[shuffled avg over 3 variants],1.0,20.0,False,False
shuffled,2,90,punctuation,[shuffled avg over 3 variants],2.0,40.0,False,False
shuffled,2,91,us-history,[shuffled avg over 3 variants],3.0,40.0,False,False
shuffled,2,92,chemistry,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,93,civics,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,94,earth-science,[shuffled avg over 3 variants],2.0,30.0,False,False
shuffled,2,95,economics,[shuffled avg over 3 variants],2.0,40.0,False,False
